category,display_name,id,cfs,definition,source,time,method,formula,equipment,link
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp3,"Number of Hypopnea (REM, Back, 3% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp4,"Number of Hypopnea (REM, Back, 4% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp5,"Number of Hypopnea (REM, Back, 5% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa,"Number of Hypopnea w/ arousals (REM, Other, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa2,"Number of Hypopnea w/ arousals (REM, Other, 2% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa3,"Number of Hypopnea w/ arousals (REM, Other, 3% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa4,"Number of Hypopnea w/ arousals (REM, Other, 4% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa5,"Number of Hypopnea w/ arousals (REM, Other, 5% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop,"Number of Hypopnea (REM, Other, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop2,"Number of Hypopnea (REM, Other, 2% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop3,"Number of Hypopnea (REM, Other, 3% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop4,"Number of Hypopnea (REM, Other, 4% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop5,"Number of Hypopnea (REM, Other, 5% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinba,"Hypopnea per hour w/ arousals (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinba2,"Hypopnea per hour w/ arousals (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinba3,"Hypopnea per hour w/ arousals (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinba4,"Hypopnea per hour w/ arousals (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinba5,"Hypopnea per hour w/ arousals (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinbp,"Hypopnea per hour (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinbp2,"Hypopnea per hour (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinbp3,"Hypopnea per hour (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinbp4,"Hypopnea per hour (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinbp5,"Hypopnea per hour (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinoa,"Hypopnea per hour w/ arousals (NREM, Other, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinoa2,"Hypopnea per hour w/ arousals (NREM, Other, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinoa3,"Hypopnea per hour w/ arousals (NREM, Other, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinoa4,"Hypopnea per hour w/ arousals (NREM, Other, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinoa5,"Hypopnea per hour w/ arousals (NREM, Other, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinop,"Hypopnea per hour (NREM, Other, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinop2,"Hypopnea per hour (NREM, Other, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinop3,"Hypopnea per hour (NREM, Other, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinop4,"Hypopnea per hour (NREM, Other, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinop5,"Hypopnea per hour (NREM, Other, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba,"Hypopnea per hour w/ arousals (REM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba2,"Hypopnea per hour w/ arousals (REM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba3,"Hypopnea per hour w/ arousals (REM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba4,"Hypopnea per hour w/ arousals (REM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba5,"Hypopnea per hour w/ arousals (REM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp,"Hypopnea per hour (REM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp2,"Hypopnea per hour (REM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp3,"Hypopnea per hour (REM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp4,"Hypopnea per hour (REM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp5,"Hypopnea per hour (REM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa,"Hypopnea per hour w/ arousals (REM, Other, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa2,"Hypopnea per hour w/ arousals (REM, Other, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa3,"Hypopnea per hour w/ arousals (REM, Other, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa4,"Hypopnea per hour w/ arousals (REM, Other, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa5,"Hypopnea per hour w/ arousals (REM, Other, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop,"Hypopnea per hour (REM, Other, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop2,"Hypopnea per hour (REM, Other, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop3,"Hypopnea per hour (REM, Other, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop4,"Hypopnea per hour (REM, Other, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop5,"Hypopnea per hour (REM, Other, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,dsnr2,"Number of desaturations per hour (NREM, >= 2%)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,dsnr3,"Number of desaturations per hour (NREM, >= 3%)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,dsnr4,"Number of desaturations per hour (NREM, >= 4%)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,dsnr5,"Number of desaturations per hour (NREM, >= 5%)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,dsrem2,"Number of desaturations per hour (REM, >= 2%)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,dsrem3,"Number of desaturations per hour (REM, >= 3%)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,dsrem4,"Number of desaturations per hour (REM, >= 4%)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,dsrem5,"Number of desaturations per hour (REM, >= 5%)",CFS,Visit 5,Calculated,,Edentec PSG monitor,
08C2 - Sleep Study Data - Respiratory - Indices,Apnea hypopnea index,ahi,ahi3,Apnea / Hypopnea events with >= 3% percent desaturation per hour of sleep,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Apnea hypopnea index,ahi,ahiu3,RDI Î“Ã‡Ã´ Apnea/Hypopnea/AASM Hypopneas (Unsure Compumedics label) with >= 3% desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Apnea hypopnea index greater than or equal to 15,ahigteq15,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Central apnea index greater than or equal to 5,caigteq5,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Central apnea index: all desaturations,caiall,cai0p,Central Apnea Index all oxygen desaturations,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Central apnea index: 4% desaturation,cai4percent,cai4p,Central Apnea Index 4% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Central apnea index: 4% desaturation or arousal,cai4percentarousal,cai4pa,Central Apnea index 4% oxygen desaturation or arousal,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Obstructive apnea hypopnea index: 4% desaturation,oahi4percent,oahi,Obstructive Apnea Hypopnea Index (OAHI) at 4% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Obstructive apnea index: all desaturations,oaiall,oai0p,Obstructive Apnea Index all oxygen desaturations,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Obstructive apnea index: 4% desaturation,oai4percent,oai4p,Obstructive Apnea Index 4% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Obstructive apnea index: 4% desaturation or arousal,oai4percentarousal,oai4pa,Obstructive Apnea Index 4% oxygen desaturation or arousal,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: all desaturations,rdiall,rdi0p,Overall RDI all oxygen desaturations,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: all desaturations or arousal,rdiallarousal,rdi0pa,Overall RDI all oxygen desaturations or arousal,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 2% desaturation,rdi2percent,rdi2p,Overall RDI at 2% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 2% desaturation or arousal,rdi2percentarousal,rdi2pa,Overall RDI at 2% oxygen desaturation or arousal,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 3% desaturation,rdi3percent,rdi3p,Overall RDI at 3% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 3% desaturation or arousal,rdi3percentarousal,rdi3pa,Overall RDI at 3% oxygen desaturation or arousal,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 4% desaturation,rdi4percent,rdi4p,Overall RDI at 4% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 4% desaturation or arousal,rdi4percentarousal,rdi4pa,Overall RDI at 4% oxygen desaturation or arousal,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 5% desaturation,rdi5percent,rdi5p,Overall RDI at 5% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 5% desaturation or arousal,rdi5percentarousal,rdi5pa,Overall RDI at 5% oxygen desaturation or arousal,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: supine: all desaturations,rdisupall,rdi0ps,Overall RDI (Supine) all oxygen desaturations,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: supine: 2% desaturation,rdisup2percent,rdi2ps,Overall RDI (Supine) at 2% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: supine: 3% desaturation,rdisup3percent,rdi3ps,Overall RDI (Supine) at 3% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: supine: 4% desaturation,rdisup4percent,rdi4ps,Overall RDI (Supine) at 4% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: supine: 5% desaturation,rdisup5percent,rdi5ps,Overall RDI (Supine) at 5% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: non-supine: all desaturations,rdinonsupall,rdi0pns,Overall RDI (non-Supine) all oxygen desaturations,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: non-supine: 2% desaturation,rdinonsup2percent,rdi2pns,Overall RDI (non-Supine) at 2% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: non-supine: 3% desaturation,rdinonsup3percent,rdi3pns,Overall RDI (non-Supine) at 3% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: non-supine: 4% desaturation,rdinonsup4percent,rdi4pns,Overall RDI (non-Supine) at 4% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: non-supine: 5% desaturation,rdinonsup5percent,rdi5pns,Overall RDI (non-Supine) at 5% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: REM: all desaturations,rdiremall,rdirem0p,Overall RDI (REM) all oxygen desaturations,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: REM:: 2% desaturation,rdirem2percent,rdirem2p,Overall RDI (REM) at 2% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: REM:: 3% desaturation,rdirem3percent,rdirem3p,Overall RDI (REM) at 3% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: REM:: 4% desaturation,rdirem4percent,rdirem4p,Overall RDI (REM) at 4% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: REM:: 5% desaturation,rdirem5percent,rdirem5p,Overall RDI (REM) at 5% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM: all desaturations,rdinremall,rdinr0p,Overall RDI (NREM) all oxygen desaturations,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 2% desaturation,rdinrem2percent,rdinr2p,Overall RDI (NREM) at 2% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 3% desaturation,rdinrem3percent,rdinr3p,Overall RDI (NREM) at 3% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 4% desaturation,rdinrem4percent,rdinr4p,Overall RDI (NREM) at 4% oxygen desaturation,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 5% desaturation,rdinrem5percent,rdinr5p,Overall RDI (NREM) at 5% oxygen desaturation,,,,,,
08C3 - Sleep Study Data - Respiratory  - Breathing ,Cheyne Stoke breathing,cheynestokebreath,,,,,,,,
08C3 - Sleep Study Data - Respiratory  - Breathing ,Periodic breathing,periodicbreath,,,,,,,,
08D - Sleep Study Data - Stages,NREM sleep time,nremsleep,nremepbp,"Sleep Time (NREM, Back)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08D - Sleep Study Data - Stages,NREM sleep time,nremsleep,nremepop,"Sleep Time (NREM, Other)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08D - Sleep Study Data - Stages,REM sleep time,remsleep,minremp,Time in REM sleep,CFS,Visit 5,Measured,,Edentec PSG monitor,
08D - Sleep Study Data - Stages,Stage N1 sleep time,stagen1sleep,,,,,,,,
08D - Sleep Study Data - Stages,Stage N2 sleep time,stagen2sleep,,,,,,,,
08D - Sleep Study Data - Stages,Stage N3 sleep time,stagen3sleep,,,,,,,,
08D - Sleep Study Data - Stages,Stage 1 sleep time,stage1sleep,minstg1p,Time in stage 1 sleep,CFS,Visit 5,Measured,,Edentec PSG monitor,
08D - Sleep Study Data - Stages,Stage 2 sleep time,stage2sleep,minstg2p,Time in stage 2 sleep,CFS,Visit 5,Measured,,Edentec PSG monitor,
08D - Sleep Study Data - Stages,Stage 3 sleep time,stage3sleep,mnstg34p,Time in stage 3-4 sleep,CFS,Visit 5,Measured,,Edentec PSG monitor,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,arnrembp,"Number of Arousals (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,arnremop,"Number of Arousals (NREM, Other, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,arrembp,"Number of Arousals (REM, Back, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,arremop,"Number of Arousals (REM, Other, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor,
08E2 - Sleep Study Data - Arousals - Indices,Arousal index,arousindex,ai_all,Arousal Index,CFS,Visit 5,Calculated,ai_all = 60 * ( arrembp + arremop + arnrembp + arnremop ) / slpprdp,Edentec PSG monitor,
08E2 - Sleep Study Data - Arousals - Indices,Arousal index,arousindex,ai_nrem,Arousal Index (NREM),CFS,Visit 5,Calculated,ai_nrem = 60 * ( arnrembp + arnremop ) / ( slpprdp - minremp ),Edentec PSG monitor,
08E2 - Sleep Study Data - Arousals - Indices,Arousal index,arousindex,ai_rem,Arousal Index (REM),CFS,Visit 5,Calculated,ai_rem = 60 * ( arrembp + arremop ) / minremp,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmdelta,Number of limb movements (delta sleep),CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmnrem,Number of limb movements (NREM),CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmr,Number of limb movements with respiratory events,CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmrdelta,Number of limb movements with respiratory events (delta sleep),CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmrem,Number of limb movements (REM),CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmrnrem,Number of limb movements with respiratory events (NREM),CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmrrem,Number of limb movements with respiratory events (REM),CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmrslp,Number of limb movements with respiratory events (sleep),CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmrstg1,Number of limb movements with respiratory events (stage 1 sleep),CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmrstg2,Number of limb movements with respiratory events (stage 2 sleep),CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmslp,Number of limb movements (sleep),CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmstg1,Number of limb movements (stage 1 sleep),CFS,Visit 5,Measured,,Edentec PSG monitor,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmstg2,Number of limb movements (stage 2 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmtot,Number of limb movements,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,noplm,Number of PLM during sleep,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmdelta,Number of PLMs (delta sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmnrem,Number of PLMs (NREM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmr,Number of PLMs with respiratory events,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrdelta,Number of PLMs with respiratory events (delta sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrem,Number of PLMs (REM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrnrem,Number of PLMs with respiratory events (NREM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrrem,Number of PLMs with respiratory events (REM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrslp,Number of PLMs with respiratory events (sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrstg1,Number of PLMs with respiratory events (stage 1 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrstg2,Number of PLMs with respiratory events (stage 2 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmslp,Number of PLMs (sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmstg1,Number of PLMs (stage 1 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmstg2,Number of PLMs (stage 2 sleep),,,,,,
