category,display_name,id,bestair,definition,source,time,method,formula,equipment,link
08L - Sleep Study Data - Actigraphy,Average Red Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Reliable Day (Minutes),avgredtaltrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Red Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Weekday Day (Minutes),avgredtaltwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Red Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Weekend Day (Minutes),avgredtaltwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Red Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Workday Day (Minutes),avgredtaltwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Days (Sleep Bouts),avgsleepbouts5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Non-Workday Days (Sleep Bouts),avgsleepboutsnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Reliable Days (Sleep Bouts),avgsleepboutsrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Weekday Days (Sleep Bouts),avgsleepboutswd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Weekend Days (Sleep Bouts),avgsleepboutswe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Workday Days (Sleep Bouts),avgsleepboutswo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Days (Percent),avgefficiency5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Non-Workday Days (Percent),avgefficiencynw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Reliable Days (Percent),avgefficiencyrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Weekday Days (Percent),avgefficiencywd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Weekend Days (Percent),avgefficiencywe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Workday Days (Percent),avgefficiencywo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Days (Percent),avgmainteff5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Non-Workday Days (Percent),avgmainteffnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Reliable Days (Percent),avgmainteffrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Weekday Days (Percent),avgmainteffwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Weekend Days (Percent),avgmainteffwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Workday Days (Percent),avgmainteffwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Days In Minutes (Minutes),avgonsetlatency5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Non-Workday Days In Minutes (Minutes),avgonsetlatencynw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Reliable Days In Minutes (Minutes),avgonsetlatencyrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Weekday Days (Minutes),avgonsetlatencywd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Weekend Days In Minutes (Minutes),avgonsetlatencywe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Workday Days In Minutes (Minutes),avgonsetlatencywo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Days (Minutes),avgsleepperiodduration5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Non-Workday Days (Minutes),avgsleepperioddurationnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Reliable Days (Minutes),avgsleepperioddurationrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Weekday Days (Minutes),avgsleepperioddurationwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Weekend Days (Minutes),avgsleepperioddurationwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Workday Days (Minutes),avgsleepperioddurationwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Days (Minutes),avgmainsleep5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Non-Workday Days (Minutes),avgmainsleepnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Reliable Days (Minutes),avgmainsleeprd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Weekday Days (Minutes),avgmainsleepwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Weekend Days (Minutes),avgmainsleepwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Workday Days (Minutes),avgmainsleepwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes/Day),avgsleepnapdaily155,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes/Day),avgsleepnapdaily5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Non-Workday Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapdaily15nw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Non-Workday Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailynw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Reliable Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapdaily15rd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Reliable Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailyrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Weekday Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapdaily15wd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Weekend Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapdaily15we5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Weekend Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailywe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Workday Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapdaily15wo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Workday Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailywo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Weekday Day Across All Weekday Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailywd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap Across Reliable Days When All Naps Are Counted (Minutes),avgsleepnapsallrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap Across Reliable Days When Only Naps With >=15 Minutes Of Sleep Time Are Counted  (Minutes),avgsleepnapssleep15rd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap Across Reliable Days When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleeprd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap When All Naps Are Counted (Minutes),avgsleepnapsall5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep155,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleep5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Non-Workday Nap When All Naps Are Counted (Minutes),avgsleepnapsallnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Non-Workday Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15nw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Non-Workday Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekday Nap When All Naps Are Counted (Minutes),avgsleepnapsallwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekday Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15wd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekday Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekend Nap When All Naps Are Counted (Minutes),avgsleepnapsallwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekend Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15we5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekend Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Workday Nap When All Naps Are Counted (Minutes),avgsleepnapsallwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Workday Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15wo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Workday Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpoint5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between In Bed And Out Of Bed Times Across Reliable Days (hh:hm:ss),avgrestmidpointrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Non-Workday In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Non-Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpoint5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Sleep Onset And Sleep Offset Times Across Reliable Days (hh:hm:ss),avgsleepmidpointrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekday In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekday Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekend In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekend Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Workday In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Days (hh:hm:ss),avgsleeponsettime5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Non-Workday Days (hh:hm:ss),avgsleeponsettimenw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Reliable Days (hh:hm:ss),avgsleeponsettimerd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Weekday Days (hh:hm:ss),avgsleeponsettimewd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Weekend Days (hh:hm:ss),avgsleeponsettimewe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Workday Days (hh:hm:ss),avgsleeponsettimewo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Days In Minutes (hh:hm:ss),avgoutbedtime5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Non-Workday Days In Minutes (hh:hm:ss),avgoutbedtimenw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Reliable Days In Minutes (hh:hm:ss),avgoutbedtimerd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Weekday Days In Minutes (hh:hm:ss),avgoutbedtimewd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Weekend Days In Minutes (hh:hm:ss),avgoutbedtimewe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Workday Days In Minutes (hh:hm:ss),avgoutbedtimewo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Days In Minutes (hh:hm:ss),avgsleepoffsettime5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Non-Workday Days In Minutes (hh:hm:ss),avgsleepoffsettimenw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Reliable Days In Minutes (hh:hm:ss),avgsleepoffsettimerd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Weekday Days In Minutes (hh:hm:ss),avgsleepoffsettimewd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Weekend Days In Minutes (hh:hm:ss),avgsleepoffsettimewe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Workday Days In Minutes (hh:hm:ss),avgsleepoffsettimewo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The In Bed Interval (Minutes),avginbedwake5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The In Bed Interval Across Reliable Days (Minutes),avginbedwakerd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Non-Workday In Bed Interval (Minutes),avginbedwakenw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Weekday In Bed Interval (Minutes),avginbedwakewd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Weekend In Bed Interval (Minutes),avginbedwakewe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Workday In Bed Interval (Minutes),avginbedwakewo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Main Sleeps (Minutes),avgwaso5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Non-Workday Main Sleeps (Minutes),avgwasonw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Reliable Day Main Sleeps (Minutes),avgwasord5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Weekday Main Sleeps (Minutes),avgwasowd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Weekend Main Sleeps (Minutes),avgwasowe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Workday Main Sleeps (Minutes),avgwasowo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Days (Wake Bouts),avgwakebouts5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Non-Workday Days (Wake Bouts),avgwakeboutsnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Reliable Days (Wake Bouts),avgwakeboutsrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Weekday Days (Wake Bouts),avgwakeboutswd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Weekend Days (Wake Bouts),avgwakeboutswe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Workday Days (Wake Bouts),avgwakeboutswo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Day (Minutes),avgwhitetalt5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Non-Workday Day (Minutes),avgwhitetaltnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Reliable Day (Minutes),avgwhitetaltrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Weekday Day (Minutes),avgwhitetaltwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Weekend Day (Minutes),avgwhitetaltwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Workday Day (Minutes),avgwhitetaltwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,"Number Of Days With Sleep Data In Recording. Also, Number Of Main Rest Intervals In Recording (Days)",ndays5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Number Of Non-Workday Days With Sleep Data In Recording (Non-Workday Days),ndaysnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Number Of Reliable Days With Sleep Data In Recording (Reliable Days),ndaysrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Number Of Weekday Days With Sleep Data In Recording (Also Number Of Main Rest Intervals In Recording) (Weekday Days),ndayswd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Number Of Weekend Days With Sleep Data In Recording (Weekend Days),ndayswe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Number Of Workday Days With Sleep Data In Recording (Workday Days),ndayswo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Original Epoch Length For Processed Actigraphy Study  (Seconds),epochlength5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Days (Minutes),sd24hrsleep5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Non-Workday Days (Minutes),sd24hrsleepnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Reliable Days (Minutes),sd24hrsleeprd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Weekday Days (Minutes),sd24hrsleepwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Weekend Days (Minutes),sd24hrsleepwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Workday Days (Minutes),sd24hrsleepwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Days (Percent),sdefficiency5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Non-Workday Days (Percent),sdefficiencynw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Reliable Days (Percent),sdefficiencyrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Weekday Days (Percent),sdefficiencywd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Weekend Days (Percent),sdefficiencywe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Workday Days (Percent),sdefficiencywo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Days (Percent),sdmainteff5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Non-Workday Days (Percent),sdmainteffnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Reliable Days (Percent),sdmainteffrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Weekday Days (Percent),sdmainteffwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Weekend Days (Percent),sdmainteffwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Workday Days (Percent),sdmainteffwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Days (Minutes),sdmainsleep5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Non-Workday Days (Minutes),sdmainsleepnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Reliable Days (Minutes),sdmainsleeprd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Weekday Days (Minutes),sdmainsleepwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Weekend Days (Minutes),sdmainsleepwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Workday Days (Minutes),sdmainsleepwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Interval Duration (Minutes),sdinbedduration5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Interval Duration Across Reliable Days (Minutes),sdinbeddurationrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Time (hh:hm:ss),sdinbedtime5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Time Across Reliable Days (hh:hm:ss),sdinbedtimerd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpoint5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between In Bed And Out Of Bed Times Across Reliable Days (hh:hm:ss),sdrestmidpointrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Non-Workday In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointnw5,,,,,Study Data - Acd,,,
